Publication_Author,Publication_Journal,Publication_Year,Publication_ID,Taxa,Phylum,Class,Order,Family,Genus,Species,Broad_Group,Observed_ED,Predicted_ED,Assignment_Level,Assigned_Lookup_Name,Absolute_Error,APE,n_raw_records
Abitia-Cardenas et al.,Fishery Bulletin,1997,Abitia-Cardenas et al. | Fishery Bulletin | 1997,Balistes polylepis,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes,polylepis,Teleostei,6.19,5.62,Broad group,Teleostei,0.57,9.2084006462,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Echinarachnius parma,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,parma,Other invertebrates,2.0,3.0,Broad group,Other invertebrates,1.0,50.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Enchelyopus cimbrius,Chordata,Teleostei,Gadiformes,Gadidae,Enchelyopus,cimbrius,Teleostei,3.6,4.7,Family,Gadidae,1.1,30.5555555556,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ensis directus,Mollusca,Bivalvia,Solenida,Pharidae,Ensis,directus,Mollusca (non-cephalopods),2.9,2.14,Broad group,Mollusca (non-cephalopods),0.76,26.2068965517,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Etrumeus teres,Chordata,Teleostei,Clupeiformes,Clupeidae,Etrumeus,teres,Teleostei,5.5,6.99,Family,Clupeidae,1.49,27.0909090909,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Euspira heros,Mollusca,Gastropoda,Littorinida,Naticidae,Euspira,heros,Mollusca (non-cephalopods),5.9,2.14,Broad group,Mollusca (non-cephalopods),3.76,63.7288135593,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Gadus morhua,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,morhua,Teleostei,4.2,4.7,Family,Gadidae,0.5,11.9047619048,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Gammarus annulatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,annulatus,Crustacea,1.7,3.9,Broad group,Crustacea,2.2,129.4117647059,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Glycera americana,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,americana,Annelida,4.0,1.28,Broad group,Annelida,2.72,68.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Hemitripterus americanus,Chordata,Teleostei,Scorpaeniformes,Hemitripteridae,Hemitripterus,americanus,Teleostei,2.5,5.62,Broad group,Teleostei,3.12,124.8,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Hippoglossoides platessoides,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,Teleostei,4.1,5.6,Family,Pleuronectidae,1.5,36.5853658537,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Homarus americanus,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,americanus,Crustacea,4.8,3.9,Broad group,Crustacea,0.9,18.75,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Hyas araneus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,araneus,Crustacea,2.8,3.9,Broad group,Crustacea,1.1,39.2857142857,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Hyperia galba,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,galba,Crustacea,3.6,3.9,Broad group,Crustacea,0.3,8.3333333333,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Leiostomus xanthurus,Chordata,Teleostei,Perciformes,Sciaenidae,Leiostomus,xanthurus,Teleostei,7.0,5.56,Family,Sciaenidae,1.44,20.5714285714,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Leptasterias tenera,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,tenera,Other invertebrates,3.1,3.0,Broad group,Other invertebrates,0.1,3.2258064516,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Leptocheirus pinguis,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,pinguis,Crustacea,2.0,3.9,Broad group,Crustacea,1.9,95.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Leucoraja erinacea,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,erinacea,Chondrichthyes,3.2,5.7,Genus,Leucoraja,2.5,78.125,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Libinia emarginata,Arthropoda,Malacostraca,Decapoda,Pisidae,Libinia,emarginata,Crustacea,5.4,3.9,Broad group,Crustacea,1.5,27.7777777778,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Limanda ferruginea,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea,Teleostei,4.4,5.6,Family,Pleuronectidae,1.2,27.2727272727,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Liopsetta putnami,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Liopsetta,putnami,Teleostei,3.8,5.6,Family,Pleuronectidae,1.8,47.3684210526,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Loligo pealeii,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,pealeii,Cephalopoda,5.6,4.7,Genus,Loligo,0.9,16.0714285714,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Lolliguncula brevis,Mollusca,Cephalopoda,Teuthida,Loliginidae,Lolliguncula,brevis,Cephalopoda,3.8,4.8,Family,Loliginidae,1.0,26.3157894737,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Lophius americanus,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,americanus,Teleostei,1.7,5.62,Broad group,Teleostei,3.92,230.5882352941,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Lumbrineris fragilis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,fragilis,Annelida,4.7,1.28,Broad group,Annelida,3.42,72.7659574468,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Lumpenus maculatus,Chordata,Teleostei,Perciformes,Stichaeidae,Lumpenus,maculatus,Teleostei,5.6,5.4,Family,Stichaeidae,0.2,3.5714285714,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Melanogrammus aeglefinus,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,aeglefinus,Teleostei,4.5,4.7,Family,Gadidae,0.2,4.4444444444,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Menidia menidia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,menidia,Teleostei,7.3,5.62,Broad group,Teleostei,1.68,23.0136986301,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Metridium senile,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,senile,Cnidaria,2.9,0.7,Broad group,Cnidaria,2.2,75.8620689655,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Modiolus modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,modiolus,Mollusca (non-cephalopods),4.3,2.14,Broad group,Mollusca (non-cephalopods),2.16,50.2325581395,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Moira atropos,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Moira,atropos,Other invertebrates,0.7,3.0,Broad group,Other invertebrates,2.3,328.5714285714,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Myoxocephalus octodecemspinosus,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,octodecemspinosus,Teleostei,5.4,4.35,Family,Cottidae,1.05,19.4444444444,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Nephtys incisa,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,incisa,Annelida,4.4,1.06,Family,Nephtyidae,3.34,75.9090909091,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Nucula proxima,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,proxima,Mollusca (non-cephalopods),2.75,2.14,Broad group,Mollusca (non-cephalopods),0.61,22.1818181818,2
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ophelia denticulata,Annelida,Polychaeta,,Opheliidae,Ophelia,denticulata,Annelida,4.9,1.28,Broad group,Annelida,3.62,73.8775510204,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ophichthus cruentifer,Chordata,Teleostei,Anguilliformes,Ophichthidae,Ophichthus,cruentifer,Teleostei,5.8,5.62,Broad group,Teleostei,0.18,3.1034482759,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ophioderma brevispinum,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,Ophioderma,brevispinum,Other invertebrates,2.1,3.0,Broad group,Other invertebrates,0.9,42.8571428571,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ophioglycera gigantea,Annelida,Polychaeta,Phyllodocida,Goniadidae,Ophioglycera,gigantea,Annelida,3.3,1.28,Broad group,Annelida,2.02,61.2121212121,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,aculeata,Other invertebrates,1.8,3.0,Broad group,Other invertebrates,1.2,66.6666666667,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Opisthonema oglinum,Chordata,Teleostei,Clupeiformes,Clupeidae,Opisthonema,oglinum,Teleostei,6.4,6.99,Family,Clupeidae,0.59,9.21875,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pagurus acadianus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,acadianus,Crustacea,6.9,3.9,Broad group,Crustacea,3.0,43.4782608696,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pagurus bernhardus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,bernhardus,Crustacea,6.0,3.9,Broad group,Crustacea,2.1,35.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pagurus pollicaris,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,pollicaris,Crustacea,6.6,3.9,Broad group,Crustacea,2.7,40.9090909091,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Palaemonetes vulgaris,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,vulgaris,Crustacea,4.6,3.4,Genus,Palaemon,1.2,26.0869565217,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Paralichthys oblongus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,oblongus,Teleostei,5.5,5.62,Broad group,Teleostei,0.12,2.1818181818,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pelia mutica,Arthropoda,Malacostraca,Decapoda,Pisidae,Pelia,mutica,Crustacea,3.3,3.9,Broad group,Crustacea,0.6,18.1818181818,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Penaeus aztecus,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,aztecus,Crustacea,8.9,3.84,Family,Penaeidae,5.06,56.8539325843,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Peprilus paru,Chordata,Teleostei,Perciformes,Stromateidae,Peprilus,paru,Teleostei,6.2,6.74,Genus,Peprilus,0.54,8.7096774194,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Periploma leanum,Mollusca,Bivalvia,Thraciida,Periplomatidae,Periploma,leanum,Mollusca (non-cephalopods),0.3,2.14,Broad group,Mollusca (non-cephalopods),1.84,613.3333333333,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pherusa affinis,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,affinis,Annelida,7.6,1.28,Broad group,Annelida,6.32,83.1578947368,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Placopecten magellanicus,Mollusca,Bivalvia,Pectinida,Pectinidae,Placopecten,magellanicus,Mollusca (non-cephalopods),3.0,2.14,Broad group,Mollusca (non-cephalopods),0.86,28.6666666667,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pollachius virens,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,virens,Teleostei,5.0,4.2,Genus,Pollachius,0.8,16.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Prionotus carolinus,Chordata,Teleostei,Scorpaeniformes,Triglidae,Prionotus,carolinus,Teleostei,4.4,8.2,Family,Triglidae,3.8,86.3636363636,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Pseudopleuronectes americanus,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,Teleostei,3.6,5.6,Family,Pleuronectidae,2.0,55.5555555556,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Renilla reniformis,Cnidaria,Anthozoa,Pennatulacea,Renillidae,Renilla,reniformis,Cnidaria,2.7,0.7,Broad group,Cnidaria,2.0,74.0740740741,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Sardinella aurita,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,aurita,Teleostei,6.0,6.99,Family,Clupeidae,0.99,16.5,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Scomber japonicus,Chordata,Teleostei,Perciformes,Scombridae,Scomber,japonicus,Teleostei,6.2,6.1225,Genus,Scomber,0.0775,1.25,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Scophthalmus aquosus,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,aquosus,Teleostei,3.1,6.1,Family,Scophthalmidae,3.0,96.7741935484,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Selar crumenopthalmus,Chordata,Teleostei,Perciformes,Carangidae,Selar,crumenopthalmus,Teleostei,4.9,5.89,Family,Carangidae,0.99,20.2040816327,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Seriola dumerili,Chordata,Teleostei,Perciformes,Carangidae,Seriola,dumerili,Teleostei,4.6,5.89,Family,Carangidae,1.29,28.0434782609,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Serranus scriba,Chordata,Teleostei,Perciformes,Serranidae,Serranus,scriba,Teleostei,4.4,5.62,Broad group,Teleostei,1.22,27.7272727273,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Sicyonia typica,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,typica,Crustacea,4.9,3.9,Broad group,Crustacea,1.0,20.4081632653,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Sphoeroides maculatus,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,maculatus,Teleostei,5.1,5.62,Broad group,Teleostei,0.52,10.1960784314,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Spisula solidissima,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,solidissima,Mollusca (non-cephalopods),2.9,2.15,Genus,Spisula,0.75,25.8620689655,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Squalus acanthias,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,acanthias,Chondrichthyes,8.6,5.7,Broad group,Chondrichthyes,2.9,33.7209302326,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Squilla empusa,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,empusa,Crustacea,5.8,3.9,Broad group,Crustacea,1.9,32.7586206897,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Stenotomus chrysops,Chordata,Teleostei,Perciformes,Sparidae,Stenotomus,chrysops,Teleostei,6.1,6.9,Family,Sparidae,0.8,13.1147540984,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Strongylocentrotus droebachiensis,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,droebachiensis,Other invertebrates,2.0,3.0,Broad group,Other invertebrates,1.0,50.0,1
Steimle and Terranova,Journal of Northwest Atlantic Fishery Science,1985,Steimle and Terranova | Journal of Northwest Atlantic Fishery Science | 1985,Suberites ficus,Porifera,Demospongiae,Hadromerida,Suberitidae,Suberites,ficus,Other invertebrates,1.5,3.0,Broad group,Other invertebrates,1.5,100.0,1
